DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/05/2016,10:40,MANHATTAN,10065,40.7662396,-73.9602318,"(40.7662396, -73.9602318)",2 AVENUE                        ,EAST 68 STREET                  ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3365835,UNKNOWN,PASSENGER VEHICLE,,,
01/05/2016,10:40,BROOKLYN,11213,40.6679761,-73.9339831,"(40.6679761, -73.9339831)",UNION STREET                    ,SCHNECTADY AVENUE               ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3366064,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:35,BROOKLYN,11203,40.6370378,-73.9356063,"(40.6370378, -73.9356063)",FARRAGUT ROAD                   ,EAST 43 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366641,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,10:35,BRONX,10474,40.8165102,-73.8898612,"(40.8165102, -73.8898612)",LAFAYETTE AVENUE                ,BARRETTO STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365200,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:33,BRONX,10461,40.8430075,-73.8485467,"(40.8430075, -73.8485467)",EAST TREMONT AVENUE             ,OVERING STREET                  ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365923,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:30,,,40.7420646,-73.8245213,"(40.7420646, -73.8245213)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3366285,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,10:30,,,,,,PARSONS BOULEVARD               ,85 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366236,OTHER,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:30,MANHATTAN,10034,40.8644625,-73.9189434,"(40.8644625, -73.9189434)",10 AVENUE                       ,WEST 207 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365176,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:30,MANHATTAN,10018,40.7547481,-73.9878904,"(40.7547481, -73.9878904)",WEST 40 STREET                  ,7 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365103,PASSENGER VEHICLE,TAXI,,,
01/05/2016,10:30,MANHATTAN,10010,40.7421414,-73.9870555,"(40.7421414, -73.9870555)",EAST 25 STREET                  ,MADISON AVENUE                  ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3365099,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
01/05/2016,10:30,BRONX,10467,40.8736299,-73.8810885,"(40.8736299, -73.8810885)",EAST MOSHOLU PARKWAY NORTH      ,EAST 206 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365977,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:27,,,40.7117373,-73.8591143,"(40.7117373, -73.8591143)",,,90-30 METROPOLITAN AVENUE PARKING LOT   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365691,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/05/2016,10:25,MANHATTAN,10035,40.8043758,-73.9374202,"(40.8043758, -73.9374202)",EAST 125 STREET                 ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365859,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/05/2016,10:25,BROOKLYN,11205,40.6932106,-73.9718725,"(40.6932106, -73.9718725)",MYRTLE AVENUE                   ,ADELPHI STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,,,,3365487,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:20,,,,,,,,PL OF 1650 RICHMOND AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365740,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:20,,,40.6855253,-73.844592,"(40.6855253, -73.844592)",99 AVENUE                       ,97 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365530,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/05/2016,10:20,QUEENS,11434,40.6667525,-73.7799356,"(40.6667525, -73.7799356)",SOUTH CONDUIT AVENUE            ,ROCKAWAY BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365561,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:20,QUEENS,11365,40.7444537,-73.7884124,"(40.7444537, -73.7884124)",188 STREET                      ,PECK AVENUE                     ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3366302,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:20,BROOKLYN,11211,40.707806,-73.9517256,"(40.707806, -73.9517256)",SOUTH 4 STREET                  ,HEWES STREET                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365502,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:15,MANHATTAN,10002,40.7167087,-73.9891563,"(40.7167087, -73.9891563)",ESSEX STREET                    ,GRAND STREET                    ,,1,0,1,0,0,0,0,0,Physical Disability,,,,,3365087,VAN,,,,
01/05/2016,10:15,BRONX,10458,40.8576556,-73.8891713,"(40.8576556, -73.8891713)",EAST 188 STREET                 ,BATHGATE AVENUE                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3365261,LIVERY VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:15,BROOKLYN,11219,40.637055,-73.9864201,"(40.637055, -73.9864201)",14 AVENUE                       ,43 STREET                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3365325,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,10:10,,,40.7400796,-73.8996833,"(40.7400796, -73.8996833)",,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3365632,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,10:10,BROOKLYN,11232,40.6549544,-74.007017,"(40.6549544, -74.007017)",3 AVENUE                        ,37 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365390,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:10,BROOKLYN,11207,40.6684141,-73.9016662,"(40.6684141, -73.9016662)",VAN SINDEREN AVENUE             ,SUTTER AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365399,TAXI,UNKNOWN,,,
01/05/2016,10:06,BROOKLYN,11222,40.7188727,-73.9451087,"(40.7188727, -73.9451087)",GRAHAM AVENUE                   ,HERBERT STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3365510,SPORT UTILITY / STATION WAGON,VAN,,,
01/05/2016,10:06,BROOKLYN,11214,40.5974779,-73.986457,"(40.5974779, -73.986457)",BAY 40 STREET                   ,86 STREET                       ,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3366001,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/05/2016,10:05,MANHATTAN,10031,40.8259478,-73.9452769,"(40.8259478, -73.9452769)",WEST 147 STREET                 ,CONVENT AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365160,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:05,BROOKLYN,11220,40.6406294,-74.0257236,"(40.6406294, -74.0257236)",65 STREET                       ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3365355,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:02,MANHATTAN,10016,40.7463024,-73.9716588,"(40.7463024, -73.9716588)",EAST 38 STREET                  ,1 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365109,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:01,BRONX,10460,40.8493101,-73.8848007,"(40.8493101, -73.8848007)",EAST 182 STREET                 ,PROSPECT AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365260,VAN,PASSENGER VEHICLE,,,
01/05/2016,10:00,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365219,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:00,,,,,,KINGS HIGHWAY                   ,FOSTER AVENUE                   ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3366007,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,10:00,,,,,,CLOVE ROAD                      ,RICHMOND ROAD                   ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365757,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:00,QUEENS,11435,40.7011892,-73.8078807,"(40.7011892, -73.8078807)",SUTPHIN BOULEVARD               ,91 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365544,SPORT UTILITY / STATION WAGON,BUS,,,
01/05/2016,10:00,QUEENS,11355,40.7493471,-73.8258452,"(40.7493471, -73.8258452)",MAIN STREET                     ,PECK AVENUE                     ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3366270,BUS,PASSENGER VEHICLE,,,
01/05/2016,10:00,QUEENS,11101,40.7534674,-73.9135417,"(40.7534674, -73.9135417)",NORTHERN BOULEVARD              ,49 STREET                       ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3366338,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:00,MANHATTAN,10013,40.7193963,-74.0018831,"(40.7193963, -74.0018831)",CANAL STREET                    ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365080,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:00,BROOKLYN,11236,40.6400004,-73.9019314,"(40.6400004, -73.9019314)",EAST 93 STREET                  ,AVENUE J                        ,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,3365364,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,18:00,,,40.6083089,-74.1313061,"(40.6083089, -74.1313061)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3366364,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
01/05/2016,18:00,,,,,,SHORE PARKWAY                   ,84 STREET                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365582,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,18:00,STATEN ISLAND,10314,40.6135258,-74.1168418,"(40.6135258, -74.1168418)",SLOSSON AVENUE                  ,VICTORY BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366354,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,18:00,QUEENS,11417,40.6822652,-73.8451332,"(40.6822652, -73.8451332)",WOODHAVEN BOULEVARD             ,103 AVENUE                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3366166,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,18:00,QUEENS,11364,40.7530101,-73.7543456,"(40.7530101, -73.7543456)",57 AVENUE                       ,225 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365679,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,18:00,MANHATTAN,10128,40.7858664,-73.9509287,"(40.7858664, -73.9509287)",EAST 96 STREET                  ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365143,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,18:00,BROOKLYN,11203,40.6442521,-73.9325076,"(40.6442521, -73.9325076)",SCHENECTADY AVENUE              ,CLARENDON ROAD                  ,,0,0,0,0,0,0,0,0,Other Electronic Device,Driver Inexperience,,,,3366028,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,18:00,BRONX,10467,40.8722989,-73.8638652,"(40.8722989, -73.8638652)",NORTH OAK DRIVE                 ,SOUTH OAK DRIVE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365251,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,17:56,BROOKLYN,11216,40.6701245,-73.9552712,"(40.6701245, -73.9552712)",BEDFORD AVENUE                  ,EASTERN PARKWAY                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3366111,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:55,,,,,,,,2132 RALPH AVENUE(PARKING LOT)          ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3366006,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,17:55,,,,,,EASTCHESTER ROAD                ,MORRIS PARK AVENUE              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365954,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,17:55,QUEENS,11416,40.6850185,-73.8433528,"(40.6850185, -73.8433528)",98 STREET                       ,101 AVENUE                      ,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3366167,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/05/2016,17:51,MANHATTAN,10010,40.7375463,-73.984083,"(40.7375463, -73.984083)",3 AVENUE                        ,EAST 21 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365801,PASSENGER VEHICLE,LIVERY VEHICLE,,,
01/05/2016,17:50,BROOKLYN,11237,40.6988063,-73.9183658,"(40.6988063, -73.9183658)",KNICKERBOCKER AVENUE            ,MYRTLE AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366133,PASSENGER VEHICLE,OTHER,,,
01/05/2016,17:45,,,40.6145627,-74.1565458,"(40.6145627, -74.1565458)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3366363,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:45,QUEENS,11374,40.7271079,-73.8590133,"(40.7271079, -73.8590133)",65 ROAD                         ,BOOTH STREET                    ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3366309,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,17:45,MANHATTAN,10128,40.7833091,-73.9528011,"(40.7833091, -73.9528011)",LEXINGTON AVENUE                ,EAST 92 STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365137,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:40,QUEENS,11360,40.7773866,-73.7803607,"(40.7773866, -73.7803607)",26 AVENUE                       ,210 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3366266,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:40,MANHATTAN,10002,40.7100939,-73.9897886,"(40.7100939, -73.9897886)",SOUTH STREET                    ,RUTGERS SLIP                    ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3365089,PASSENGER VEHICLE,VAN,,,
01/05/2016,17:39,BRONX,10456,40.8240665,-73.9087095,"(40.8240665, -73.9087095)",EAST 163 STREET                 ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365206,UNKNOWN,UNKNOWN,,,
01/05/2016,17:35,,,,,,WEST 125 STREET                 ,MORNINGSIDE AVENUE              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365864,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:30,,,40.8418477,-73.9453796,"(40.8418477, -73.9453796)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3365876,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:30,,,40.7328231,-73.8683917,"(40.7328231, -73.8683917)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3366291,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:30,,,40.7202518,-73.8342963,"(40.7202518, -73.8342963)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3366314,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:30,QUEENS,11361,40.7667058,-73.7827281,"(40.7667058, -73.7827281)",205 STREET                      ,35 AVENUE                       ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3365680,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,17:30,MANHATTAN,10016,40.7495397,-73.9774357,"(40.7495397, -73.9774357)",LEXINGTON AVENUE                ,EAST 39 STREET                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365818,TAXI,PASSENGER VEHICLE,,,
01/05/2016,17:30,MANHATTAN,10016,40.7495397,-73.9774357,"(40.7495397, -73.9774357)",EAST 39 STREET                  ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365817,TAXI,PASSENGER VEHICLE,,,
01/05/2016,17:30,BROOKLYN,11217,40.6869302,-73.9848306,"(40.6869302, -73.9848306)",ATLANTIC AVENUE                 ,BOND STREET                     ,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3365483,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,17:30,BROOKLYN,11213,40.6775631,-73.9330796,"(40.6775631, -73.9330796)",ATLANTIC AVENUE                 ,SCHENECTADY AVENUE              ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365442,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:30,BROOKLYN,11207,40.6671469,-73.8994728,"(40.6671469, -73.8994728)",BLAKE AVENUE                    ,HINSDALE STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366092,OTHER,PASSENGER VEHICLE,,,
01/05/2016,17:30,BRONX,10455,40.8201744,-73.915901,"(40.8201744, -73.915901)",MELROSE AVENUE                  ,EAST 155 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3365191,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:24,QUEENS,11436,40.6736758,-73.7937525,"(40.6736758, -73.7937525)",ROCKAWAY BOULEVARD              ,145 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365702,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:22,BROOKLYN,11212,40.6698234,-73.9098038,"(40.6698234, -73.9098038)",PITKIN AVENUE                   ,THATFORD STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366080,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:20,QUEENS,11378,40.7214324,-73.8927385,"(40.7214324, -73.8927385)",69 STREET                       ,60 AVENUE                       ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3366191,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:20,,,,,,,,PARKING LOT 90-15 QB                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366292,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,17:20,,,,,,ENGLEWOOD AVENUE                ,TYRELLAN AVENUE                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3366383,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:20,STATEN ISLAND,10304,40.607921,-74.089205,"(40.607921, -74.089205)",TARGEE STREET                   ,CLOVE ROAD                      ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365758,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:18,MANHATTAN,10024,40.7859687,-73.9688434,"(40.7859687, -73.9688434)",CENTRAL PARK WEST               ,WEST 87 STREET                  ,,0,0,0,0,0,0,0,0,Turning Improperly,Fell Asleep,,,,3365145,BUS,PASSENGER VEHICLE,,,
01/05/2016,17:14,,,,,,MOTT AVENUE                     ,CORNAGA AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365519,AMBULANCE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,17:11,QUEENS,11427,40.732533,-73.7656427,"(40.732533, -73.7656427)",UNION TURNPIKE                  ,CLEARVIEW EXPRESSWAY            ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3365605,VAN,PASSENGER VEHICLE,,,
01/05/2016,17:11,BROOKLYN,11220,40.6423059,-74.0132314,"(40.6423059, -74.0132314)",5 AVENUE                        ,55 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366068,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,17:11,BROOKLYN,11213,40.675189,-73.9332982,"(40.675189, -73.9332982)",SCHENECTADY AVENUE              ,BERGEN STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365439,VAN,PASSENGER VEHICLE,,,
01/05/2016,17:08,QUEENS,11379,40.7269819,-73.8785396,"(40.7269819, -73.8785396)",82 STREET                       ,60 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366193,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,17:05,QUEENS,11691,40.6033128,-73.7571364,"(40.6033128, -73.7571364)",BEACH CHANNEL DRIVE             ,GRASSMERE TERRACE               ,,2,0,0,0,0,0,2,0,Outside Car Distraction,Unspecified,,,,3365520,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:05,BROOKLYN,11231,,,,HICKS STREET                    ,HUNTINGTON STREET,,1,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3598021,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
01/05/2016,17:05,,,,,,OCEAN PARKWAY                   ,SHORE PARKWAY                   ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365283,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:00,,,,,,DITMARS BOULEVARD               ,97 STREET                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3366348,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,17:00,QUEENS,11434,40.671813,-73.7629324,"(40.671813, -73.7629324)",140 AVENUE                      ,181 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366321,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,17:00,QUEENS,11385,40.6914356,-73.8906231,"(40.6914356, -73.8906231)",CYPRESS AVENUE                  ,VERMONT PLACE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366802,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:00,QUEENS,11378,40.7199037,-73.9200102,"(40.7199037, -73.9200102)",,,57-13     49 PLACE                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3593198,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,17:00,QUEENS,11373,40.7356334,-73.876016,"(40.7356334, -73.876016)",QUEENS BOULEVARD                ,55 AVENUE                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3366290,PASSENGER VEHICLE,,,,
01/05/2016,17:00,QUEENS,11372,40.7483184,-73.8774144,"(40.7483184, -73.8774144)",ROOSEVELT AVENUE                ,89 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3366349,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:00,BROOKLYN,11235,40.5827362,-73.9560425,"(40.5827362, -73.9560425)",CASS PLACE                      ,NEPTUNE AVENUE                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3371808,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,17:00,BROOKLYN,11217,40.6824233,-73.9706837,"(40.6824233, -73.9706837)",ATLANTIC AVENUE                 ,CARLTON AVENUE                  ,,0,0,0,0,0,0,0,0,,,,,,3366116,VAN,SPORT UTILITY / STATION WAGON,,,
01/05/2016,17:00,BRONX,10455,40.8097014,-73.9030288,"(40.8097014, -73.9030288)",BRUCKNER BOULEVARD              ,EAST 149 STREET                 ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3365190,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:57,QUEENS,11413,40.6664524,-73.757631,"(40.6664524, -73.757631)",SPRINGFIELD BOULEVARD           ,NORTH CONDUIT AVENUE            ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3366907,BUS,PASSENGER VEHICLE,,,
01/05/2016,16:55,QUEENS,11373,40.7308857,-73.871641,"(40.7308857, -73.871641)",WOODHAVEN BOULEVARD             ,60 AVENUE                       ,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3365694,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:55,MANHATTAN,10022,40.7602226,-73.967462,"(40.7602226, -73.967462)",EAST 57 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365111,VAN,TAXI,,,
01/05/2016,16:53,STATEN ISLAND,10304,40.62387,-74.079219,"(40.62387, -74.079219)",TOMPKINS AVENUE                 ,TOMPKINS STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366926,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
